lbr_1_joint lbr_2_joint lbr_3_joint lbr_4_joint lbr_5_joint lbr_6_joint lbr_7_joint 
2.30267 -1.50894 2.02338 -1.09827 2.57712 -2.09439 1.23626 
2.30266 -1.50895 2.02343 -1.09824 2.57711 -2.09439 1.2363 
2.30264 -1.50896 2.02348 -1.09821 2.57711 -2.09439 1.23633 
2.30263 -1.50897 2.02353 -1.09817 2.5771 -2.09439 1.23637 
2.30261 -1.50898 2.02359 -1.09814 2.5771 -2.09439 1.23641 
2.3026 -1.50898 2.02364 -1.09811 2.5771 -2.09439 1.23644 
2.30258 -1.50899 2.02369 -1.09808 2.57709 -2.09439 1.23648 
2.30257 -1.509 2.02374 -1.09804 2.57709 -2.09439 1.23651 
2.30255 -1.50901 2.0238 -1.09801 2.57708 -2.09439 1.23655 
2.30254 -1.50902 2.02385 -1.09798 2.57708 -2.09439 1.23658 
2.30253 -1.50902 2.0239 -1.09795 2.57707 -2.09439 1.23662 
2.30251 -1.50903 2.02395 -1.09792 2.57707 -2.09439 1.23665 
2.3025 -1.50904 2.024 -1.09789 2.57706 -2.09439 1.23669 
2.30248 -1.50904 2.02406 -1.09786 2.57705 -2.09439 1.23672 
2.30247 -1.50905 2.02411 -1.09783 2.57705 -2.09439 1.23676 
2.30246 -1.50906 2.02416 -1.0978 2.57704 -2.09439 1.23679 
2.30244 -1.50906 2.02421 -1.09777 2.57704 -2.09439 1.23683 
2.30243 -1.50907 2.02426 -1.09774 2.57703 -2.09439 1.23686 
2.30242 -1.50907 2.02431 -1.09771 2.57702 -2.09439 1.2369 
2.3024 -1.50908 2.02436 -1.09769 2.57702 -2.09439 1.23693 
2.30239 -1.50909 2.02441 -1.09766 2.57701 -2.09439 1.23697 
2.30238 -1.50909 2.02446 -1.09763 2.57701 -2.09439 1.237 
2.30236 -1.5091 2.02451 -1.0976 2.577 -2.09439 1.23703 
2.30235 -1.5091 2.02456 -1.09758 2.57699 -2.09439 1.23707 
2.30234 -1.50911 2.02461 -1.09755 2.57699 -2.09439 1.2371 
2.30232 -1.50911 2.02466 -1.09752 2.57698 -2.09439 1.23714 
2.30231 -1.50911 2.02471 -1.0975 2.57697 -2.09439 1.23717 
2.3023 -1.50912 2.02476 -1.09747 2.57696 -2.09439 1.2372 
2.30228 -1.50912 2.02481 -1.09744 2.57696 -2.09439 1.23724 
2.30227 -1.50913 2.02486 -1.09742 2.57695 -2.09439 1.23727 
2.30226 -1.50913 2.02491 -1.09739 2.57694 -2.09439 1.2373 
2.30225 -1.50913 2.02496 -1.09737 2.57693 -2.09439 1.23734 
2.30223 -1.50914 2.02501 -1.09734 2.57693 -2.09439 1.23737 
2.30222 -1.50914 2.02506 -1.09732 2.57692 -2.09439 1.2374 
2.30221 -1.50914 2.02511 -1.09729 2.57691 -2.09439 1.23743 
2.3022 -1.50914 2.02515 -1.09727 2.5769 -2.09439 1.23747 
2.30219 -1.50915 2.0252 -1.09724 2.57689 -2.09439 1.2375 
2.30217 -1.50915 2.02525 -1.09722 2.57689 -2.09439 1.23753 
2.30216 -1.50915 2.0253 -1.0972 2.57688 -2.09439 1.23756 
2.30215 -1.50915 2.02535 -1.09717 2.57687 -2.09439 1.2376 
2.30214 -1.50915 2.02539 -1.09715 2.57686 -2.09439 1.23763 
2.30213 -1.50916 2.02544 -1.09713 2.57685 -2.09439 1.23766 
2.30212 -1.50916 2.02549 -1.09711 2.57684 -2.09439 1.23769 
2.3021 -1.50916 2.02554 -1.09708 2.57683 -2.09439 1.23772 
2.30209 -1.50916 2.02558 -1.09706 2.57682 -2.09439 1.23775 
2.30208 -1.50916 2.02563 -1.09704 2.57682 -2.09439 1.23779 
2.30207 -1.50916 2.02568 -1.09702 2.57681 -2.09439 1.23782 
2.30206 -1.50916 2.02572 -1.097 2.5768 -2.09439 1.23785 
2.30205 -1.50916 2.02577 -1.09698 2.57679 -2.09439 1.23788 
2.30204 -1.50916 2.02582 -1.09695 2.57678 -2.09439 1.23791 
2.30203 -1.50916 2.02586 -1.09693 2.57677 -2.09439 1.23794 
2.30201 -1.50916 2.02591 -1.09691 2.57676 -2.09439 1.23797 
2.302 -1.50916 2.02596 -1.09689 2.57675 -2.09439 1.238 
2.30199 -1.50916 2.026 -1.09687 2.57674 -2.09439 1.23803 
2.30198 -1.50916 2.02605 -1.09685 2.57673 -2.09439 1.23806 
2.30197 -1.50916 2.02609 -1.09683 2.57672 -2.09439 1.2381 
2.30196 -1.50916 2.02614 -1.09681 2.57671 -2.09439 1.23813 
2.30195 -1.50916 2.02618 -1.09679 2.5767 -2.09439 1.23816 
2.30194 -1.50916 2.02623 -1.09677 2.57669 -2.09439 1.23819 
2.30193 -1.50916 2.02628 -1.09676 2.57668 -2.09439 1.23822 
2.30192 -1.50916 2.02632 -1.09674 2.57667 -2.09439 1.23825 
2.30191 -1.50916 2.02637 -1.09672 2.57666 -2.09439 1.23828 
2.3019 -1.50916 2.02641 -1.0967 2.57665 -2.09439 1.23831 
2.30189 -1.50916 2.02646 -1.09668 2.57664 -2.09439 1.23834 
2.30188 -1.50915 2.0265 -1.09666 2.57663 -2.09439 1.23836 
2.30187 -1.50915 2.02654 -1.09665 2.57662 -2.09439 1.23839 
2.30186 -1.50915 2.02659 -1.09663 2.57661 -2.09439 1.23842 
2.30185 -1.50915 2.02663 -1.09661 2.5766 -2.09439 1.23845 
2.30184 -1.50915 2.02668 -1.09659 2.57659 -2.09439 1.23848 
2.30183 -1.50914 2.02672 -1.09658 2.57658 -2.09439 1.23851 
2.30182 -1.50914 2.02676 -1.09656 2.57657 -2.09439 1.23854 
2.30181 -1.50914 2.02681 -1.09654 2.57656 -2.09439 1.23857 
2.3018 -1.50914 2.02685 -1.09653 2.57654 -2.09439 1.2386 
2.30179 -1.50914 2.02689 -1.09651 2.57653 -2.09439 1.23863 
2.30178 -1.50913 2.02694 -1.09649 2.57652 -2.09439 1.23866 
2.30177 -1.50913 2.02698 -1.09648 2.57651 -2.09439 1.23868 
2.30176 -1.50913 2.02702 -1.09646 2.5765 -2.09439 1.23871 
2.30175 -1.50912 2.02707 -1.09645 2.57649 -2.09439 1.23874 
2.30174 -1.50912 2.02711 -1.09643 2.57648 -2.09439 1.23877 
2.30173 -1.50912 2.02715 -1.09641 2.57647 -2.09439 1.2388 
2.30172 -1.50911 2.02719 -1.0964 2.57645 -2.09439 1.23883 
2.30172 -1.50911 2.02724 -1.09638 2.57644 -2.09439 1.23885 
2.30171 -1.50911 2.02728 -1.09637 2.57643 -2.09439 1.23888 
2.3017 -1.5091 2.02732 -1.09635 2.57642 -2.09439 1.23891 
2.30169 -1.5091 2.02736 -1.09634 2.57641 -2.09439 1.23894 
2.30168 -1.5091 2.02741 -1.09633 2.5764 -2.09439 1.23896 
2.30167 -1.50909 2.02745 -1.09631 2.57639 -2.09439 1.23899 
2.30166 -1.50909 2.02749 -1.0963 2.57637 -2.09439 1.23902 
2.30165 -1.50909 2.02753 -1.09628 2.57636 -2.09439 1.23905 
2.30164 -1.50908 2.02757 -1.09627 2.57635 -2.09439 1.23907 
2.30164 -1.50908 2.02761 -1.09626 2.57634 -2.09439 1.2391 
2.30163 -1.50907 2.02765 -1.09624 2.57633 -2.09439 1.23913 
2.30162 -1.50907 2.0277 -1.09623 2.57632 -2.09439 1.23915 
2.30161 -1.50906 2.02774 -1.09621 2.5763 -2.09439 1.23918 
2.3016 -1.50906 2.02778 -1.0962 2.57629 -2.09439 1.23921 
2.30159 -1.50905 2.02782 -1.09619 2.57628 -2.09439 1.23923 
2.30158 -1.50905 2.02786 -1.09618 2.57627 -2.09439 1.23926 
2.30158 -1.50905 2.0279 -1.09616 2.57626 -2.09439 1.23929 
2.30157 -1.50904 2.02794 -1.09615 2.57624 -2.09439 1.23931 
2.30156 -1.50904 2.02798 -1.09614 2.57623 -2.09439 1.23934 
2.30155 -1.50903 2.02802 -1.09613 2.57622 -2.09439 1.23937 
2.30154 -1.50903 2.02806 -1.09611 2.57621 -2.09439 1.23939 
2.30153 -1.50902 2.0281 -1.0961 2.57619 -2.09439 1.23942 
2.30153 -1.50901 2.02814 -1.09609 2.57618 -2.09439 1.23945 
2.30152 -1.50901 2.02818 -1.09608 2.57617 -2.09439 1.23947 
2.30151 -1.509 2.02822 -1.09607 2.57616 -2.09439 1.2395 
2.3015 -1.509 2.02826 -1.09605 2.57615 -2.09439 1.23952 
2.30149 -1.50899 2.0283 -1.09604 2.57613 -2.09439 1.23955 
2.30149 -1.50899 2.02834 -1.09603 2.57612 -2.09439 1.23957 
2.30148 -1.50898 2.02837 -1.09602 2.57611 -2.09439 1.2396 
2.30147 -1.50898 2.02841 -1.09601 2.5761 -2.09439 1.23962 
2.30146 -1.50897 2.02845 -1.096 2.57608 -2.09439 1.23965 
2.30146 -1.50896 2.02849 -1.09599 2.57607 -2.09439 1.23968 
2.30145 -1.50896 2.02853 -1.09598 2.57606 -2.09439 1.2397 
2.30144 -1.50895 2.02857 -1.09597 2.57605 -2.09439 1.23973 
2.30143 -1.50895 2.02861 -1.09596 2.57603 -2.09439 1.23975 
2.30143 -1.50894 2.02864 -1.09595 2.57602 -2.09439 1.23978 
2.30142 -1.50893 2.02868 -1.09594 2.57601 -2.09439 1.2398 
2.30141 -1.50893 2.02872 -1.09593 2.57599 -2.09439 1.23982 
2.3014 -1.50892 2.02876 -1.09592 2.57598 -2.09439 1.23985 
